,loan_status,loan_amnt,grade,home_ownership,annual_inc,age,emp_cat,ir_cat
24759,0,15000,D,OWN,42996,40,0-15,13.5+
9108,0,28000,A,MORTGAGE,132132,24,0-15,11-Aug
2715,0,18200,B,RENT,36400,25,0-15,11-Aug
24830,0,20000,E,RENT,180000,31,0-15,Missing
12047,0,6600,A,MORTGAGE,51000,30,0-15,0-8
12902,0,12000,B,RENT,90000,29,0-15,11-Aug
16101,0,5000,B,RENT,66924,28,0-15,11-13.5
12738,0,15000,E,MORTGAGE,97000,23,0-15,13.5+
7800,0,6800,C,RENT,87360,26,0-15,11-13.5
15188,0,12925,A,MORTGAGE,92000,46,15-30,Missing
974,0,12000,A,MORTGAGE,52000,22,0-15,0-8
9458,0,5000,C,OWN,68400,27,0-15,11-13.5
12345,0,2200,D,RENT,50004,32,0-15,13.5+
4752,0,15000,A,MORTGAGE,182952,25,0-15,0-8
22710,0,5000,B,MORTGAGE,67870,38,0-15,Missing
2914,0,10000,E,RENT,57000,29,0-15,13.5+
16983,0,8250,A,RENT,30000,23,0-15,0-8
25877,0,5000,A,MORTGAGE,110000,28,15-30,11-Aug
2807,0,4200,B,MORTGAGE,72000,23,0-15,11-13.5
23068,0,6500,A,RENT,72600,25,0-15,0-8
14306,0,6000,C,RENT,54000,22,0-15,11-13.5
18608,0,17000,B,MORTGAGE,63834.24,26,0-15,11-13.5
13174,0,5000,A,RENT,44908,35,0-15,0-8
14225,0,3600,B,MORTGAGE,97000,27,0-15,11-Aug
16619,0,9000,B,MORTGAGE,54996,47,0-15,11-Aug
11389,0,4000,D,MORTGAGE,33996,24,0-15,13.5+
2608,0,6000,B,RENT,55000,25,0-15,Missing
23371,0,5600,A,RENT,56000,26,0-15,11-Aug
17113,0,3250,C,RENT,18000,23,0-15,Missing
16762,0,6000,A,RENT,20000,24,15-30,0-8
25002,0,14000,E,MORTGAGE,70000,41,0-15,13.5+
19089,0,5500,A,MORTGAGE,85000,47,0-15,0-8
8554,0,5000,B,RENT,50176,28,0-15,11-Aug
15189,0,22000,C,MORTGAGE,120000,28,0-15,13.5+
24792,0,9500,E,RENT,64000,38,0-15,13.5+
27441,0,1300,A,OWN,48000,24,0-15,11-Aug
10239,0,10000,B,RENT,42000,22,0-15,11-Aug
14837,0,4800,A,RENT,23136,23,Missing,0-8
17328,0,5500,B,MORTGAGE,44000,33,0-15,Missing
10277,0,3000,A,MORTGAGE,75000,24,15-30,0-8
7849,0,4500,C,RENT,41000,23,0-15,11-13.5
25710,0,4800,B,RENT,41300,22,0-15,11-13.5
15879,0,18000,C,RENT,250000,24,0-15,11-13.5
9956,0,9450,A,MORTGAGE,34800,25,Missing,0-8
15335,0,16000,A,MORTGAGE,70000,36,15-30,0-8
20647,0,25000,B,MORTGAGE,179000,22,0-15,11-Aug
8263,0,6000,B,RENT,42000,23,0-15,11-Aug
3042,0,10000,A,RENT,60000,30,Missing,0-8
26286,0,9000,C,RENT,80000,25,0-15,Missing
25323,0,1750,B,RENT,17000,23,0-15,11-Aug
12544,0,12000,B,RENT,150000,31,0-15,11-Aug
27691,0,8500,B,RENT,42996,26,0-15,11-Aug
17984,0,4000,C,RENT,35600,31,0-15,13.5+
6475,0,4800,B,MORTGAGE,38628.96,22,0-15,11-Aug
8620,0,4000,B,MORTGAGE,60000,39,15-30,11-Aug
9227,0,3900,A,MORTGAGE,73909,24,0-15,0-8
11493,0,2100,A,MORTGAGE,72000,25,0-15,0-8
26968,0,6800,C,MORTGAGE,53000,32,0-15,11-13.5
8044,0,12000,B,RENT,210000,23,Missing,11-Aug
5086,0,4000,A,MORTGAGE,36000,26,0-15,Missing
3796,0,5000,A,MORTGAGE,24000,22,0-15,0-8
19519,0,1800,B,RENT,27000,37,0-15,11-13.5
9110,0,12000,C,RENT,55000,33,0-15,11-13.5
9077,0,7000,A,RENT,97000,26,0-15,0-8
19548,0,1000,C,RENT,16800,22,0-15,11-13.5
15178,0,2000,B,MORTGAGE,120000,32,0-15,Missing
7030,0,24000,D,MORTGAGE,107000,22,0-15,13.5+
16569,0,7000,B,RENT,40800,24,0-15,11-13.5
23243,0,5000,G,RENT,51996,25,0-15,Missing
910,0,12000,C,MORTGAGE,40000,22,0-15,11-13.5
13188,0,14000,B,RENT,120000,24,0-15,11-Aug
28485,0,4700,B,RENT,65000,33,0-15,11-Aug
4936,0,8000,C,RENT,75000,27,0-15,11-13.5
12306,0,16750,D,RENT,42000,23,0-15,13.5+
27696,0,6000,A,RENT,45000,21,0-15,11-Aug
25434,0,15600,C,RENT,53000,37,0-15,Missing
10112,0,18000,C,MORTGAGE,50000,28,15-30,11-13.5
25890,0,15000,C,OWN,71004,23,0-15,11-13.5
8580,0,3375,C,RENT,33000,21,0-15,11-13.5
6195,0,21000,D,MORTGAGE,90000,27,15-30,13.5+
10708,0,6000,B,RENT,35000,27,0-15,11-13.5
2008,0,5000,F,RENT,106300,24,15-30,Missing
12206,0,8400,B,MORTGAGE,28800,23,0-15,11-Aug
19279,0,20000,C,MORTGAGE,130000,25,0-15,11-13.5
4058,0,13600,A,RENT,85000,23,0-15,0-8
15352,0,2400,B,RENT,30000,28,0-15,11-Aug
21452,0,5000,B,MORTGAGE,52000,24,15-30,11-Aug
3842,0,6200,B,RENT,60000,23,0-15,11-Aug
18904,0,11250,C,MORTGAGE,43500,30,0-15,13.5+
18744,0,5000,C,RENT,42996,27,0-15,13.5+
4111,0,7000,A,MORTGAGE,149400,26,0-15,0-8
8307,0,9000,A,MORTGAGE,55000,41,15-30,0-8
9833,0,4925,B,RENT,42100,28,0-15,11-13.5
14759,0,8000,C,RENT,30000,26,0-15,11-13.5
7587,0,15000,A,MORTGAGE,40000,28,30-45,0-8
194,0,10500,A,MORTGAGE,65000,23,0-15,0-8
23344,0,10000,C,RENT,116000,25,0-15,13.5+
27161,0,5750,A,RENT,70000,25,0-15,0-8
16553,0,5100,B,MORTGAGE,60000,31,15-30,11-Aug
7080,0,7700,A,RENT,65000,56,0-15,0-8
21533,0,7500,B,RENT,81000,27,0-15,11-Aug
7426,0,6000,B,RENT,70000,32,0-15,11-Aug
20027,0,18000,B,MORTGAGE,80000,24,0-15,11-Aug
27144,0,15000,A,MORTGAGE,104000,21,0-15,11-Aug
581,0,8000,C,RENT,72100,31,0-15,13.5+
20876,0,8000,A,MORTGAGE,36000,37,30-45,0-8
14300,0,7000,D,MORTGAGE,61240,29,0-15,Missing
6343,0,4000,A,MORTGAGE,54000,27,0-15,Missing
4672,0,8100,A,RENT,85000,24,0-15,Missing
4779,0,8000,A,MORTGAGE,41000,26,0-15,0-8
81,0,11000,A,OWN,45608,26,0-15,0-8
1655,0,10000,D,RENT,44000,27,0-15,13.5+
24846,0,7000,D,RENT,47000,21,0-15,13.5+
11670,0,4500,C,MORTGAGE,115000,28,0-15,11-13.5
2933,0,6000,B,RENT,30000,23,0-15,11-13.5
11567,0,5400,A,RENT,63533,29,0-15,0-8
11074,0,16000,A,RENT,80000,23,0-15,Missing
8739,0,5000,A,MORTGAGE,40000,29,0-15,0-8
16792,0,14000,D,RENT,46000,24,0-15,13.5+
737,0,3000,D,MORTGAGE,56604,30,0-15,13.5+
1230,0,10200,A,MORTGAGE,65000,23,0-15,0-8
20282,0,2500,C,RENT,26400,57,0-15,11-13.5
10226,0,11525,A,MORTGAGE,106800,24,0-15,0-8
1982,0,3100,B,MORTGAGE,55000,24,0-15,11-13.5
28660,0,1500,A,MORTGAGE,17544,28,0-15,11-Aug
11113,0,15000,B,RENT,110000,35,0-15,11-13.5
4808,0,10000,B,MORTGAGE,48000,23,0-15,11-Aug
23482,0,24250,C,RENT,168750,26,15-30,11-13.5
19200,0,4750,B,OWN,22800,24,0-15,11-13.5
15692,0,12000,B,RENT,119000,22,0-15,11-Aug
12903,0,7200,B,OWN,35000,26,Missing,11-13.5
9040,0,13500,A,OWN,129600,23,15-30,0-8
8548,0,10000,A,RENT,43200,27,0-15,0-8
18462,0,13000,C,MORTGAGE,65004,22,0-15,11-13.5
5262,0,8000,A,MORTGAGE,45000,26,15-30,0-8
10155,0,7000,B,RENT,50000,35,0-15,11-13.5
35,0,6000,A,MORTGAGE,45600,21,15-30,0-8
25448,0,5000,B,RENT,85000,23,0-15,11-13.5
9328,0,9000,A,MORTGAGE,75000,22,0-15,0-8
1756,0,10000,B,RENT,58000,34,0-15,11-Aug
20501,0,2000,C,RENT,85000,27,0-15,13.5+
21014,0,9600,C,RENT,120640,26,0-15,13.5+
26156,0,13000,A,MORTGAGE,56000,37,0-15,11-Aug
23952,0,5000,A,RENT,32000,24,0-15,Missing
992,0,10000,D,RENT,72000,22,0-15,13.5+
9531,0,1525,A,MORTGAGE,65000,24,0-15,0-8
1302,0,5300,A,RENT,36000,32,0-15,11-Aug
586,0,19200,B,MORTGAGE,40000,28,0-15,11-Aug
18857,0,20000,B,MORTGAGE,94692,22,0-15,11-13.5
20268,0,10000,A,RENT,60000,32,0-15,0-8
28732,0,1850,A,RENT,35000,24,0-15,0-8
14981,0,5000,A,OWN,40000,29,0-15,0-8
2491,0,14000,A,RENT,55000,25,15-30,0-8
18817,0,3300,A,MORTGAGE,35004,48,0-15,0-8
28295,0,8400,B,MORTGAGE,35004,22,0-15,11-Aug
24727,0,5000,B,RENT,113800,33,0-15,11-13.5
4356,0,16000,A,OWN,56100,33,0-15,0-8
1819,0,7000,B,RENT,62000,23,0-15,11-Aug
23349,0,14000,B,RENT,55000,38,0-15,11-13.5
2968,0,13000,C,MORTGAGE,76800,46,0-15,13.5+
20209,0,2500,A,OWN,23000,34,0-15,Missing
26366,0,5000,C,RENT,34152,27,0-15,13.5+
5193,0,8400,B,MORTGAGE,65454,25,0-15,11-13.5
12077,0,6000,A,RENT,96500,24,0-15,0-8
25998,0,5600,B,RENT,38004,40,0-15,11-13.5
19,0,15000,B,MORTGAGE,92000,23,0-15,11-Aug
27823,0,5000,B,RENT,30000,22,0-15,11-Aug
11893,0,3625,A,MORTGAGE,32400,22,0-15,0-8
26896,0,4000,D,MORTGAGE,24396,21,0-15,13.5+
18114,0,7000,A,OWN,90000,22,0-15,0-8
15241,0,6000,E,RENT,60000,32,0-15,13.5+
12100,0,7125,A,RENT,26124,22,0-15,0-8
11663,0,9000,A,RENT,44000,25,0-15,0-8
3534,0,2000,B,RENT,34800,21,0-15,11-13.5
12468,0,10000,B,RENT,115000,49,15-30,11-Aug
10872,0,10000,E,RENT,50800,33,15-30,13.5+
26209,0,15250,C,MORTGAGE,72000,27,0-15,11-13.5
16724,0,15000,A,MORTGAGE,98300,35,0-15,0-8
8482,0,5425,B,RENT,22718,22,0-15,11-13.5
26227,0,16000,E,RENT,66996,23,0-15,13.5+
21514,0,10000,B,RENT,103241,28,0-15,11-Aug
8734,0,4000,A,RENT,35000,29,0-15,0-8
26911,0,15000,C,MORTGAGE,141000,43,0-15,11-13.5
19894,0,10000,B,RENT,48000,29,0-15,11-Aug
10244,0,12000,C,MORTGAGE,60000,22,15-30,13.5+
25410,0,5000,C,RENT,35028,37,0-15,11-13.5
4377,0,6075,A,MORTGAGE,66300,32,0-15,0-8
6731,0,5000,A,MORTGAGE,52000,29,0-15,0-8
25275,0,15000,B,MORTGAGE,73000,28,0-15,Missing
3261,0,10000,B,OWN,70000,25,0-15,Missing
18682,0,10000,C,MORTGAGE,38400,26,Missing,13.5+
27596,0,4000,C,RENT,38850,23,0-15,11-13.5
10461,0,6000,C,MORTGAGE,84996,32,0-15,11-13.5
26773,0,5000,D,RENT,24000,53,0-15,13.5+
11197,0,3300,B,RENT,37500,29,0-15,11-Aug
15258,0,2200,A,OWN,55000,22,0-15,0-8
16207,0,5000,D,RENT,29100,23,0-15,13.5+
21630,0,5000,C,MORTGAGE,60000,21,15-30,11-13.5
13727,0,16000,D,RENT,60000,26,0-15,13.5+
16854,0,12000,A,RENT,50000,24,0-15,0-8
15747,0,10000,B,MORTGAGE,87000,24,0-15,11-Aug
21505,0,6250,C,RENT,23000,22,0-15,11-13.5
28889,0,2400,E,RENT,47000,23,0-15,13.5+
21433,0,15000,C,RENT,122000,27,0-15,11-13.5
5472,0,18000,A,RENT,89004,28,0-15,0-8
2718,0,3600,A,MORTGAGE,52800,24,0-15,0-8
1868,0,14000,B,RENT,84000,30,0-15,11-13.5
25298,0,5000,D,OWN,24000,44,0-15,13.5+
7998,0,4800,A,RENT,35000,22,0-15,0-8
5934,0,15000,C,RENT,120000,36,0-15,11-13.5
28579,0,16600,B,MORTGAGE,20000,22,0-15,11-Aug
6899,0,10000,B,MORTGAGE,50000,23,0-15,11-Aug
922,0,6000,C,OWN,48000,29,0-15,13.5+
12751,0,10000,A,MORTGAGE,73500,23,0-15,0-8
4240,0,8000,C,RENT,83200,52,0-15,13.5+
13495,0,10000,E,RENT,110000,23,0-15,13.5+
20529,0,24250,E,OWN,80000,26,0-15,Missing
5281,0,2000,A,OWN,29000,32,0-15,11-Aug
13660,0,6600,C,RENT,21600,24,0-15,11-13.5
25424,0,11000,B,RENT,87000,21,0-15,11-13.5
15367,0,15000,D,MORTGAGE,70000,37,0-15,13.5+
19904,0,5400,A,MORTGAGE,78000,32,0-15,0-8
1553,0,15500,C,MORTGAGE,63000,27,0-15,13.5+
28440,0,12200,C,OWN,38400,21,0-15,Missing
11977,0,17500,D,RENT,92500,33,0-15,13.5+
10838,0,1200,B,MORTGAGE,78400,32,0-15,11-Aug
13149,0,4800,A,RENT,33600,29,0-15,0-8
1863,0,20000,A,MORTGAGE,60000,24,0-15,0-8
6797,0,10000,D,MORTGAGE,140000,38,0-15,13.5+
7875,0,15000,A,RENT,99000,23,0-15,0-8
23695,0,18000,E,MORTGAGE,85000,31,0-15,13.5+
23097,0,24000,B,MORTGAGE,1.00E+05,28,0-15,11-13.5
337,0,16500,A,RENT,48000,22,0-15,11-Aug
657,0,2250,C,MORTGAGE,17352,22,Missing,13.5+
12054,0,24000,B,MORTGAGE,177160,25,0-15,11-13.5
16941,0,10000,C,MORTGAGE,55000,21,0-15,13.5+
7449,0,7200,E,RENT,40000,22,0-15,13.5+
5058,0,7275,A,MORTGAGE,36000,22,Missing,0-8
23948,0,13000,C,OWN,67000,24,0-15,Missing
519,0,10000,B,MORTGAGE,95000,23,0-15,11-Aug
7687,0,12000,B,MORTGAGE,61000,28,0-15,11-Aug
125,0,6000,C,MORTGAGE,94800,23,0-15,13.5+
25688,0,6400,B,RENT,24000,21,0-15,11-Aug
27567,0,10000,C,MORTGAGE,1.00E+05,27,0-15,11-13.5
5975,0,10000,C,MORTGAGE,285000,33,0-15,13.5+
15911,0,10000,B,RENT,48000,23,0-15,11-Aug
28516,0,21000,B,OWN,45000,23,0-15,11-Aug
5868,0,4800,C,OWN,65000,26,0-15,11-13.5
3570,0,4000,B,RENT,34000,23,0-15,11-13.5
18387,0,10000,B,RENT,75000,23,0-15,11-13.5
20118,0,9000,C,RENT,133000,37,0-15,13.5+
521,0,8500,D,RENT,61000,29,0-15,13.5+
11237,0,6250,A,MORTGAGE,45000,21,0-15,0-8
8433,0,20000,B,RENT,76500,50,0-15,11-13.5
25331,0,2700,C,MORTGAGE,45000,25,0-15,Missing
21763,0,6000,E,RENT,51000,24,0-15,13.5+
2174,0,3500,B,RENT,34000,29,0-15,11-13.5
19370,0,25000,B,RENT,65000,30,0-15,Missing
9321,0,9100,B,RENT,57500,22,0-15,11-13.5
25530,0,2500,E,RENT,33500,23,0-15,13.5+
14907,0,1400,A,OWN,8628,23,Missing,Missing
3780,0,6000,A,OWN,47000,32,0-15,11-Aug
14702,0,4000,B,MORTGAGE,79000,43,0-15,11-Aug
27712,0,5000,B,MORTGAGE,69996,24,0-15,11-Aug
15238,0,6000,C,MORTGAGE,102000,23,45+,Missing
14587,0,9600,B,RENT,54696,37,0-15,11-Aug
3061,0,11400,A,MORTGAGE,90000,33,0-15,0-8
25339,0,7000,A,RENT,37000,28,0-15,11-Aug
16980,0,7000,A,MORTGAGE,93000,43,0-15,0-8
21508,0,4800,B,RENT,52000,23,0-15,11-Aug
15549,0,3500,C,MORTGAGE,83004,23,0-15,11-13.5
19044,0,12250,C,RENT,50000,24,0-15,13.5+
9967,0,15000,A,MORTGAGE,40000,24,0-15,0-8
18555,0,4000,C,MORTGAGE,35000,32,0-15,13.5+
28905,0,17000,B,MORTGAGE,55900,37,0-15,11-Aug
26811,0,2525,B,RENT,27000,34,0-15,11-13.5
5429,0,12000,A,MORTGAGE,55000,29,0-15,0-8
20702,0,10000,A,MORTGAGE,45000,21,0-15,0-8
13648,0,25000,F,MORTGAGE,165000,25,0-15,13.5+
96,0,7000,B,RENT,30000,23,0-15,11-13.5
7699,0,8000,D,RENT,50400,21,0-15,13.5+
1371,0,7000,A,RENT,47000,24,15-30,0-8
18410,0,1000,D,RENT,25000,22,0-15,13.5+
18883,0,24000,E,RENT,97000,30,0-15,13.5+
9707,0,4800,C,MORTGAGE,105000,25,15-30,13.5+
8838,0,18000,A,MORTGAGE,110000,33,0-15,0-8
17148,0,3000,B,MORTGAGE,129600,25,0-15,11-13.5
16458,0,3000,C,OWN,24000,22,0-15,13.5+
14346,0,15000,E,MORTGAGE,105000,22,0-15,13.5+
20087,0,14000,A,RENT,43738,29,0-15,0-8
15292,0,10500,C,RENT,30600,25,Missing,11-13.5
6496,0,6000,A,RENT,96000,25,0-15,0-8
14215,0,12000,B,RENT,68000,31,0-15,Missing
15250,0,11200,B,RENT,72000,25,0-15,11-Aug
22857,0,18200,C,MORTGAGE,55900,26,0-15,13.5+
6533,0,4800,B,MORTGAGE,54600,26,30-45,Missing
16761,0,4650,A,MORTGAGE,35100,41,0-15,0-8
21967,0,13000,B,MORTGAGE,105000,30,15-30,11-Aug
2916,0,5600,C,RENT,48000,29,0-15,13.5+
26064,0,18500,B,RENT,74196,23,0-15,11-13.5
28718,0,20000,C,MORTGAGE,57860,22,0-15,11-13.5
5351,0,15000,C,RENT,48500,28,0-15,11-13.5
101,0,6375,A,RENT,44000,25,0-15,Missing
2415,0,1800,C,MORTGAGE,70000,32,0-15,13.5+
23265,0,6500,E,RENT,65000,28,0-15,13.5+
26654,0,10000,B,MORTGAGE,67000,26,0-15,11-13.5
18304,0,4900,A,MORTGAGE,120000,23,0-15,0-8
18281,0,12000,E,RENT,31200,30,0-15,13.5+
16824,0,4000,A,MORTGAGE,52800,24,0-15,0-8
25617,0,4800,D,RENT,36400,32,0-15,13.5+
7249,0,10000,C,RENT,48000,22,0-15,11-13.5
10899,0,12000,D,RENT,120000,29,0-15,Missing
11164,0,5000,D,RENT,50000,23,0-15,13.5+
7692,0,16000,B,OWN,98000,34,15-30,11-Aug
11642,0,12000,D,MORTGAGE,44000,25,0-15,13.5+
18092,0,6000,B,RENT,26000,27,0-15,11-Aug
4705,0,3600,D,RENT,105000,22,0-15,13.5+
9174,0,11000,D,RENT,58000,29,0-15,13.5+
24542,0,11500,A,MORTGAGE,30000,25,0-15,11-Aug
1143,0,5500,B,RENT,20000,35,0-15,11-13.5
8287,0,9000,A,RENT,52800,24,30-45,0-8
16773,0,7000,C,MORTGAGE,65000,25,0-15,13.5+
7396,0,12000,D,MORTGAGE,65000,37,0-15,13.5+
26758,0,15000,D,MORTGAGE,72000,26,0-15,13.5+
12765,0,6000,A,RENT,57006,31,0-15,0-8
22802,0,6400,C,OWN,67000,23,0-15,Missing
26570,0,11850,D,RENT,48500,22,0-15,13.5+
24931,0,4200,B,RENT,65000,25,0-15,Missing
26259,0,20000,D,RENT,110000,30,0-15,13.5+
12694,0,9000,C,MORTGAGE,91200,38,0-15,11-13.5
12812,0,12000,B,RENT,127500,23,0-15,11-Aug
3765,0,3000,B,RENT,36000,31,0-15,11-Aug
14283,0,4200,C,MORTGAGE,31000,34,0-15,13.5+
8721,0,2000,B,RENT,40000,24,0-15,11-13.5
15041,0,16300,B,RENT,27600,22,0-15,Missing
24249,0,20000,C,RENT,84996,28,0-15,13.5+
24199,0,9250,C,RENT,27456,24,0-15,11-13.5
18055,0,6400,A,MORTGAGE,52000,31,0-15,0-8
24129,0,3000,A,RENT,14000,23,0-15,0-8
17483,0,4200,C,OWN,48000,35,0-15,13.5+
1097,0,7400,D,RENT,37000,32,0-15,13.5+
13619,0,1500,B,RENT,36000,21,0-15,11-Aug
27360,0,7000,B,MORTGAGE,52000,27,0-15,11-13.5
8769,0,3000,E,RENT,44000,27,15-30,13.5+
10579,0,4000,D,RENT,35000,25,0-15,13.5+
13423,0,10000,A,RENT,38000,26,0-15,0-8
18361,0,5500,C,OWN,27336,25,0-15,11-13.5
17322,0,4500,A,OWN,19200,26,0-15,0-8
25317,0,2500,D,RENT,72000,47,0-15,13.5+
26803,0,12000,C,MORTGAGE,78996,28,0-15,11-13.5
3397,0,9100,B,MORTGAGE,66000,35,0-15,11-13.5
17101,0,3200,C,RENT,43200,26,0-15,13.5+
15500,0,14000,D,RENT,50000,26,30-45,13.5+
11973,0,28000,F,RENT,62448,40,Missing,13.5+
807,0,6000,A,RENT,24000,26,0-15,11-Aug
19283,0,18000,E,RENT,103000,33,15-30,13.5+
14010,0,2700,A,RENT,31200,22,0-15,0-8
28865,0,21000,B,MORTGAGE,54099,29,0-15,11-Aug
25574,0,3200,A,RENT,16000,25,0-15,11-Aug
20691,0,2000,B,RENT,50450,25,0-15,11-Aug
8759,0,3500,C,MORTGAGE,75000,26,0-15,11-13.5
1365,0,6000,A,MORTGAGE,92000,31,0-15,Missing
9183,0,3000,D,RENT,78000,23,0-15,13.5+
3684,0,14100,A,RENT,83203.68,30,0-15,0-8
18495,0,7350,B,MORTGAGE,48000,25,0-15,11-13.5
10972,0,9000,C,MORTGAGE,71700,27,15-30,13.5+
10954,0,9000,D,RENT,43200,22,0-15,13.5+
1577,0,8000,A,RENT,65000,23,0-15,0-8
3214,0,7600,A,OWN,28000,35,0-15,0-8
16056,0,3000,A,RENT,48000,78,30-45,0-8
7971,0,7600,C,RENT,80000,36,0-15,11-13.5
17323,0,5000,E,RENT,88000,25,0-15,13.5+
27793,0,3000,B,RENT,22000,24,0-15,11-Aug
951,0,4000,B,MORTGAGE,55000,31,15-30,11-13.5
27770,0,4000,B,MORTGAGE,31000,26,0-15,11-Aug
2823,0,18000,A,MORTGAGE,70000,40,0-15,0-8
4201,0,23275,B,MORTGAGE,60000,25,15-30,11-13.5
8786,0,5000,B,MORTGAGE,80000,42,0-15,11-13.5
1840,0,14000,D,OWN,70000,28,0-15,13.5+
21986,0,6000,A,MORTGAGE,48500,37,0-15,0-8
12952,0,10000,D,RENT,48000,25,0-15,13.5+
21,0,4000,B,MORTGAGE,106000,27,15-30,11-13.5
15070,0,20000,E,MORTGAGE,95500,27,0-15,13.5+
1455,0,13200,B,RENT,40000,34,0-15,11-13.5
17787,0,7500,D,RENT,36750,22,0-15,13.5+
11406,0,4000,D,RENT,13200,24,0-15,13.5+
16964,0,8000,A,MORTGAGE,72000,24,0-15,0-8
4094,0,15000,A,RENT,86400,32,0-15,0-8
1499,0,3000,A,MORTGAGE,50000,23,0-15,0-8
16335,0,25000,D,RENT,165000,51,0-15,13.5+
11738,0,6700,A,MORTGAGE,110000,32,30-45,0-8
22188,0,7500,A,OWN,120000,29,0-15,0-8
25906,0,23000,B,MORTGAGE,72800,37,0-15,11-13.5
2301,0,7500,A,RENT,49000,22,0-15,0-8
24955,0,4500,A,MORTGAGE,1.00E+05,32,0-15,Missing
11148,0,2750,B,MORTGAGE,27138,26,15-30,11-Aug
25393,0,14700,A,OTHER,82000,24,0-15,11-Aug
25176,0,10000,C,RENT,71020,27,0-15,11-13.5
28438,0,6000,D,MORTGAGE,50000,21,0-15,11-13.5
10323,0,10000,C,MORTGAGE,55000,23,15-30,13.5+
20635,0,5500,A,RENT,60000,22,0-15,0-8
10302,0,7500,C,OWN,26886.48,22,0-15,Missing
13731,0,20000,B,OWN,63400,26,0-15,11-Aug
24148,0,10200,C,RENT,55000,48,0-15,13.5+
15906,0,3000,A,OWN,48000,24,0-15,0-8
19962,0,14000,C,RENT,85332,30,0-15,13.5+
17340,0,2000,A,MORTGAGE,1.00E+05,30,0-15,Missing
28835,0,12000,B,RENT,68640,39,0-15,11-Aug
21411,0,25000,B,MORTGAGE,159600,27,0-15,Missing
27259,0,11900,D,MORTGAGE,233004,25,0-15,13.5+
12934,0,1000,A,RENT,69000,23,0-15,0-8
23548,0,8650,A,RENT,30000,27,0-15,11-Aug
452,0,9400,B,RENT,45500,26,0-15,11-Aug
6595,0,15000,C,RENT,210000,26,0-15,11-13.5
3565,0,7000,A,RENT,67752,23,0-15,0-8
16449,0,8000,C,MORTGAGE,72000,23,0-15,13.5+
8035,0,5000,D,MORTGAGE,80000,24,0-15,13.5+
10529,0,6000,A,MORTGAGE,35000,33,0-15,Missing
16516,0,5000,B,OWN,30996,23,0-15,11-13.5
6850,0,7500,B,MORTGAGE,28000,32,0-15,11-Aug
21115,0,10000,D,MORTGAGE,68500,23,0-15,13.5+
24109,0,8000,D,RENT,120000,23,0-15,13.5+
4534,0,2400,B,MORTGAGE,92000,23,0-15,11-13.5
15435,0,20000,B,MORTGAGE,150000,27,0-15,Missing
14502,0,10000,B,RENT,70000,23,0-15,11-Aug
17441,0,5000,B,RENT,30000,22,0-15,11-13.5
16294,0,15000,C,MORTGAGE,90000,25,0-15,13.5+
16254,0,8000,A,MORTGAGE,75000,30,0-15,0-8
756,0,8875,B,RENT,19240,25,0-15,11-Aug
1018,0,10000,B,MORTGAGE,2.00E+05,29,15-30,11-13.5
14212,0,5000,B,MORTGAGE,130000,27,0-15,11-Aug
1436,0,11000,C,RENT,108000,38,0-15,11-13.5
13933,0,15000,D,RENT,54996,28,0-15,13.5+
21619,0,15000,B,MORTGAGE,1.00E+05,48,0-15,11-Aug
24120,0,8000,B,MORTGAGE,85000,26,0-15,11-13.5
6571,0,10000,A,MORTGAGE,33390,24,0-15,Missing
4625,0,14000,A,MORTGAGE,85000,23,0-15,0-8
4468,0,5000,C,RENT,98000,44,15-30,13.5+
6484,0,5000,B,RENT,21600,26,0-15,11-Aug
12844,0,10000,A,MORTGAGE,42504,25,0-15,0-8
28975,0,2825,B,MORTGAGE,70000,42,0-15,11-Aug
672,0,5000,B,RENT,45000,22,0-15,11-13.5
25079,0,2500,B,RENT,38060,25,15-30,11-13.5
14786,0,6000,A,MORTGAGE,78200,25,0-15,0-8
24285,0,3000,B,RENT,24000,29,0-15,11-13.5
2164,0,1950,B,OWN,12000,47,Missing,11-13.5
7022,0,8000,A,MORTGAGE,78000,32,0-15,0-8
16624,0,7000,A,RENT,64000,29,0-15,0-8
21814,0,9500,D,RENT,21900,31,Missing,13.5+
3787,0,24000,A,MORTGAGE,119500,23,0-15,0-8
13674,0,6000,B,RENT,37000,32,0-15,11-Aug
8471,0,11400,C,RENT,60000,23,0-15,13.5+
29048,0,5000,A,MORTGAGE,70000,28,0-15,0-8
23882,0,14000,B,RENT,55000,29,0-15,11-13.5
9685,0,15000,B,MORTGAGE,95000,25,0-15,11-13.5
14123,0,24000,D,MORTGAGE,80000,33,0-15,13.5+
13169,0,12000,A,RENT,29435,24,15-30,0-8
6492,0,5600,A,MORTGAGE,36000,25,0-15,0-8
26943,0,15000,B,MORTGAGE,156000,39,0-15,11-13.5
4064,0,16000,C,MORTGAGE,122000,23,30-45,11-13.5
11815,0,1000,B,OWN,28176,25,0-15,11-Aug
18499,0,12000,B,RENT,34500,24,0-15,11-Aug
3323,0,21000,A,MORTGAGE,144000,36,0-15,0-8
18134,0,6000,B,MORTGAGE,103000,22,0-15,Missing
27544,0,3000,A,MORTGAGE,55500,22,15-30,0-8
9013,0,5000,D,RENT,15000,22,0-15,Missing
22045,0,16750,D,OWN,37000,27,0-15,13.5+
6357,0,7000,B,MORTGAGE,144000,29,0-15,11-Aug
